Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score
Lensbaby,Lensbaby,2.0,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby 2.0,False,1.0
Lensbaby,Lensbaby,3,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby 3GPL,False,1.0
Lensbaby,Lensbaby,3,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,NO 1.6 or 0.6 lenses,,,,,,,,Lensbaby 3GPL (NO 1.6 or 0.6 lenses),False,1.0
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,USES SAME LENSES AS COMPOSER PRO,,,,,,,,Lensbaby Control Freak (USES SAME LENSES AS COMPOSER PRO),False,0.8775510204081632
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro PL,False,0.7619047619047619
Lensbaby,Lensbaby,2,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro 2 PL,False,0.7727272727272727
Lensbaby,Lensbaby,35,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby - Edge 35,False,1.0
Lensbaby,Lensbaby,50,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Edge 50,False,0.6923076923076923
Lensbaby,Lensbaby,80,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Edge 80,False,0.6923076923076923
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Muse PL,False,1.0
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: FISHEYE,False,0.7619047619047619
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: PLASTIC,False,0.7619047619047619
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: SINGLE GLASS OPTIC,True,0.5333333333333333
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Optic: Double Glass Optic,True,0.5333333333333333
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: PINHOLE/ZONE PLATE OPTIC,True,0.4444444444444444
,Macro,90,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,90mm Kilfitt Macro,True,0.4375
,,6.3,T6.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innovision Probe II Plus T6.3,True,0.28
,,6.3,T6.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innovision Probe II Plus T6.3 - LOW ANGLE PRISM,True,0.1794871794871795
Swift 960,,960,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swift 960 Series Microscope Lens,True,0.3928571428571428
,,7.5,T7.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Revolution Lens System T7.5,True,0.2916666666666667
Praxis,Pure Reach Periscope,5,T5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praxis Pure Reach Periscope T5,False,1.0
Lensbaby,Lensbaby,35,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Sweet 35,False,0.6666666666666666
Lensbaby,Lensbaby,50,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Sweet 50,False,0.6666666666666666
Lensbaby,Lensbaby,80,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Sweet 80,False,0.6666666666666666
Lensbaby,Lensbaby,60,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Twist 60,False,1.0
Lensbaby,Lensbaby,35,,Special,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby EF Burnside - 35mm,False,0.782608695652174
Cci,Swing Shift,150,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm CCI Swing Shift,False,0.8888888888888888
SIM,Ethereal,40,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm SIM ETHEREAL,False,0.8666666666666667
SIM,Ethereal,50,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm SIM ETHEREAL,False,0.8666666666666667
SIM,Ethereal,75,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm ETHEREAL 1:28,False,0.625
SIM,Ethereal,80,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm SIM ETHEREAL,False,0.8666666666666667
,,5-50,F1.4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-50mm AIDA CS-MOUNT CV-0550V VARIFOCAL F1.4,True,0.1794871794871795
,,178,F2.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,178mm EASTMAN KODAK AERO EKTAR F2.5,True,0.2333333333333333
Ironglass,CINE GOLD FLARE,28,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,28mm IronGlass CINE GOLD FLARE F3.5,False,0.9333333333333332
Ironglass,CINE GOLD FLARE,37,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,37mm IronGlass CINE GOLD FLARE F3.5,False,0.9333333333333332
Ironglass,CINE GOLD FLARE,58,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,58mm IronGlass CINE GOLD FLARE F3.5,False,0.9333333333333332
Ironglass,CINE GOLD FLARE,85,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,85mm IronGlass CINE GOLD FLARE F3.5,False,0.9333333333333332
Ironglass,CINE GOLD FLARE,135,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,135mm IronGlass CINE GOLD FLARE F3.5,False,0.935483870967742
Ironglass,,20,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm IronGlass CINE AMBER FLARE F3.5,True,0.4838709677419355
Ironglass,CINE ORANGE FLARE,37,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,37mm IronGlass CINE ORANGE FLARE F3.5,False,0.9375
Ironglass,CINE ORANGE FLARE,58,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,58mm IronGlass CINE ORANGE FLARE F3.5,False,0.9375
Ironglass,CINE ORANGE FLARE,85,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,85mm IronGlass CINE ORANGE FLARE F3.5,False,0.9375
Ironglass,CINE ORANGE FLARE,135,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,135mm IronGlass CINE ORANGE FLARE F3.5,False,0.9393939393939394
Ironglass,CINE BLUE FLARE,20,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,20mm IronGlass CINE BLUE FLARE F3.5,False,0.9333333333333332
Ironglass,CINE BLUE FLARE,28,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,28mm IronGlass CINE BLUE FLARE F3.5,False,0.9333333333333332
Ironglass,CINE BLUE FLARE,37,F2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,37mm IronGlass CINE BLUE FLARE F2.8,False,0.9333333333333332
Ironglass,CINE BLUE FLARE,58,F2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,58mm IronGlass CINE BLUE FLARE F2,False,0.9285714285714286
Ironglass,CINE BLUE FLARE,85,F2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,85mm IronGlass CINE BLUE FLARE F2,False,0.9285714285714286
Ironglass,CINE BLUE FLARE,135,F2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,135mm IronGlass CINE BLUE FLARE F2.8,False,0.935483870967742
Rodenstock,Gm,165,,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,RODENSTOCK MUNCHEN DOPPEL ANASTIGMAT EURYNAR 1:5 F=165MM,True,0.3
,Ef,127,F1.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,127mm  BAUSCH & LOMB EF 5IN F1.9,True,0.36
,,216,F4.5,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,216mm BAUSCH & LOMB 8X10 TESSAR F4.5,True,0.2333333333333333
,,28-135,F4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,Paired With FR7's,,,,,,,,28-135mm G OSS Full-Frame Zoom Lens F4 (Paired With FR7's),True,0.5306122448979592
Zeiss,Super Speed,18,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Zeiss Super Speed T1.3 - Special FX Soft Dream,True,0.5
Zeiss,Super Speed,35,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Zeiss Super Speed T1.3 - Special FX Satin Flare,True,0.4883720930232558
Dzofilm,X-Tract,18-28,T8,Zoom,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-28mm DZOFilm X-Tract FF Probe T8,False,0.6333333333333333
Leitz,Thalia,90,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,This is Specialty Lens,,,,,,,,90mm Leitz Thalia - T T2.2 (This is Specialty Lens),False,0.8571428571428571
Scorpio,Macro,60,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Scorpio Anamorphic Macro T2.8,False,0.6
Arri,Macro,16,T2.1,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,16mm Arri Macro T2.1,False,0.8823529411764706
Arri,Macro,24,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,24mm Arri Macro T2.1,False,0.8823529411764706
Arri,Macro,32,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,32mm Arri Macro T2.1,False,0.8823529411764706
Arri,Macro,40,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,40mm Arri Macro T2.1,False,0.8823529411764706
Arri,Macro,50,T3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,50mm Arri Macro T3,False,0.8666666666666667
Arri,Macro,100,T3.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Arri Macro T3.0,False,0.8888888888888888
Arri,Macro,200,T4.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,200mm Arri Macro T4.3,False,0.8888888888888888
,Macro,60,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm IB/E Raptor Macro T2.9,True,0.4782608695652174
,Macro,100,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm IB/E Raptor Macro T2.9,True,0.5
,Macro,150,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,150mm IB/E Raptor Macro T2.9,True,0.5
,Macro,180,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,180mm IB/E Raptor Macro T2.9,True,0.5
Cci,Swing Shift,120,T4.0,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,120mm CCI Swing Shift Macro T4.0,False,0.7407407407407407
Cci,Swing Shift,135,T5.6,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,135mm CCI Swing Shift Macro T5.6,False,0.7407407407407407
Hawk,V-Lite,55,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,Vintage,,,,,,55mm Hawk V-Lite Macro Anamorphic Vintage ‘74 T2.3,True,0.3488372093023256
Ancient Optics,,85,T2.9,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,85mm Series 65mm T2.9 (LPL) - Ancient Optics,True,0.5945945945945946
Ancient Optics,,175,T2.9,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,175mm Series 65mm T2.9 (LPL) - Ancient Optics,False,0.6052631578947368
,,8,T1.3,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,16mm Format,,,,,,,,8mm Optar T1.3 (16mm Format),False,0.625
Arri,,15.5-45,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5-45mm Arri LWZ-1 T2.6,False,0.6363636363636364
Arri,,15.5-45,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5-45mm Arri LWZ-2 T2.6,False,0.6363636363636364
,,7-14,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-14mm Olympus T2.8,True,0.4117647058823529
,,12-35,T2.8,Zoom,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-35mm Panasonic Lumix Vario T2.8,True,0.2666666666666666
,,42-420,T4.5,Zoom,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,42-420mm Angeneiux Anamorphic T4.5,True,0.2903225806451613
P+S Technik,,35-70,T3.2,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-70mm P+S Technik Technovision 1.5x T3.2,True,0.4864864864864865
,,27-128,T3.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,27-128mm Renaissance T3.6,True,0.391304347826087
Ancient Optics,Petzvalux,27,T1.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,27mm Ancient Optics Petzvalux T1.9,False,0.9333333333333332
Ancient Optics,Petzvalux,38,T1.7,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,38mm Ancient Optics Petzvalux T1.7,False,0.9333333333333332
Ancient Optics,Petzvalux,44,T1.7,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,44mm Petzvalux T1.7 (LPL) - Ancient Optics,False,0.8611111111111112
Ancient Optics,Petzvalux,55,T1.7,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Ancient Optics Petzvalux T1.7,False,0.9333333333333332
Ancient Optics,Petzvalux,66,T1.9,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,66mm Petzvalux T1.9 (LPL) - Ancient Optics,False,0.8611111111111112
Ancient Optics,Petzvalux,80,T1.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,80mm Ancient Optics Petzvalux T1.9,False,0.9333333333333332
Ancient Optics,Petzvalux,120,T1.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,120mm Ancient Optics Petzvalux T1.9,False,0.935483870967742
Ancient Optics,Ebc,19,T3.8,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,19mm Fuji EBC T3.8 - Ancient Optics,False,0.7586206896551724
Ancient Optics,Ebc,24,T2.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Fuji EBC T2.9 - Ancient Optics,False,0.7586206896551724
Ancient Optics,Ebc,28,T2.1,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm Fuji EBC T2.1 - Ancient Optics,False,0.7586206896551724
Ancient Optics,Ebc,35,T2.1,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Fuji EBC T2.1 - Ancient Optics,False,0.7586206896551724
Ancient Optics,Ebc,50,T1.4,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,50mm Fuji EBC T1.4 - Ancient Optics,False,0.7586206896551724
Ancient Optics,Ebc,70,T2.2,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,70mm Fuji EBC T2.2 - Ancient Optics,False,0.7586206896551724
Ancient Optics,Ebc,100,T2.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Fuji EBC T2.9 - Ancient Optics,False,0.7666666666666667
Ancient Optics,Ebc,135,T2.7,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm Fuji EBC T2.7 - Ancient Optics,False,0.7666666666666667
Ancient Optics,Tegea,9.8,,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm Kinoptik Tegea T 2.3 - Ancient Optics,True,0.5833333333333334
,,22,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,22mm Tamashii T2.2,True,0.375
,,26,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,26mm Tamashii T2.2,True,0.375
,,29,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,29mm Tamashii T2.2,True,0.375
,,36,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,36mm Tamashii T2.3,True,0.375
,,42,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,42mm Tamashii T2.0,True,0.375
,,52,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,52mm Tamashii T1.9,True,0.375
,,58,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,58mm Tamashii T1.5,True,0.375
,,88,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,88mm Tamashii T2.0,True,0.375
,,110,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm Tamashii T1.9,True,0.4117647058823529
Ancient Optics,,25,T3.6,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,25mm Series 65 T3.6 (LPL) - Ancient Optics,False,0.6285714285714286
Ancient Optics,,30,T3.6,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,30mm Series 65 T3.6 (LPL) - Ancient Optics,False,0.6285714285714286
Ancient Optics,,35,T3.6,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,35mm Series 65 T3.6 (LPL) - Ancient Optics,False,0.6285714285714286
Ancient Optics,,45,T3.9,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,45mm Series 65 T3.9 (LPL) - Ancient Optics,False,0.6285714285714286
Ancient Optics,,55,T3.6,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,55mm Series 65 T3.6 (LPL) - Ancient Optics,False,0.6285714285714286
Ancient Optics,,65,T2.9,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,65mm Sereis 65 T2.9 (LPL) - Ancient Optics,False,0.6285714285714286
Ancient Optics,,125,T2.9,Prime,,LPL,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,LPL,,,,,,,,125mm Series 65 T2.9 (LPL) - Ancient Optics,False,0.6388888888888888
Ancient Optics,Hexanon,21,T2.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,21mm Konica hexanon T2.9 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,28,T2.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm Konica Hexanon T2.9 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,35,T2.1,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Konica Hexanon T2.1 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,40,T1.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,40mm Konica Hexanon T1.9 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,50,T1.6,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,50mm Konica Hexanon T1.6 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,57,T1.3,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,57mm Konica Hexanon T1.3 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,85,T1.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Konica Hexanon T1.9 - Ancient Optics,False,0.7428571428571429
Ancient Optics,Hexanon,135,T2.5,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm Konica Hexanon T2.5 - Ancient Optics,False,0.75
,Optimo Prime,200,T1.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm Angeniieux Optimo Prime T1.8,False,0.7666666666666667
Arri,Signature Prime,12,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,12mm ARRI Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,15,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,15mm ARRI Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,18,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,18mm ARRI Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,21,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,21mm ARRI Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,25,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,25mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,29,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,29mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,35,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,35mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,40,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,40mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,47,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,47mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,58,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,58mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,75,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,75mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,95,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,95mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,125,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,125mm Arri Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,150,T1.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,150mm ARRI Signature Prime T1.8 (LPL),False,1.0
Arri,Signature Prime,200,T2.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,200mm ARRI Signature Prime T2.5 (LPL),False,1.0
Arri,Signature Prime,280,T2.8,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,280mm Arri Signature Prime T2.8 (LPL),False,1.0
Canon,K-35,18,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision - Able to be split from set if this is the reason DP cant use it,,,,,,,,18mm Canon K-35 T1.5 - TLS  (Doesn't cover Full Frame/Vista Vision - Able to be split from set if this is the reason DP cant use it),False,0.8952380952380953
Canon,K-35,18,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,18mm Canon K-35 T2.8 - TLS  (Doesn't cover Full Frame/Vista Vision),False,0.8214285714285714
Canon,K-35,24,T1.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,24mm Canon K-35 T1.6 - TLS (Doesn't cover Full Frame/Vista Vision),False,0.8214285714285714
Canon,K-35,18,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,18mm Canon K-35 T2.8  (Doesn't cover Full Frame/Vista Vision),False,0.8846153846153846
Canon,K-35,25,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,25mm Canon K-35 T1.3 (Doesn't cover Full Frame/Vista Vision),False,0.8846153846153846
Dzofilm,Arles,14,T1.9,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm DZOFilm Arles FF / VV Prime T1.9,False,0.7666666666666667
Dzofilm,Arles,21,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm DZOFilm Arles FF / VV Prime T1.4,False,0.7666666666666667
Dzofilm,Arles,25,T1.4,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm DZOFilm Arles FF / VV Prime T1.4,False,0.7666666666666667
Dzofilm,Arles,25,T1.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm DZOFilm Arles FF / VV Prime T1.5,False,0.7666666666666667
Dzofilm,Arles,25,T1.6,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm DZOFilm Arles FF / VV Prime T1.6,False,0.7666666666666667
Dzofilm,Arles,25,T1.7,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm DZOFilm Arles FF / VV Prime T1.7,False,0.7666666666666667
